Sno,id,delay,jitter,bandwidth
16,0,0.15991015733142536,0.05204788500066469,0.1058973123696126
1,0,0.1523356345917017,0.09108379723637047,0.09565270753285177
2,0,0.17346512952242796,0.13662568903497854,0.11367333772763588
19,0,0.16397557914088154,0.039035911896392196,0.10141826479617244
5,0,0.0015084854608771643,0.136625689795268,0.09565270753285177
22,0,0.07249288994967139,0.14963766255576677,0.10947912624789621
23,0,0.009254183855735796,0.05855386532397316,0.10141826479617244
8,0,0.0024178561287818375,0.1561436489428231,0.1058973123696126
10,0,0.0017224550297959109,0.09758977755965373,0.11367333772763588
14,0,0.0013908021979718535,0.03903591223570577,0.10947912624789621
16,1,9.871598616261726E-5,0.25541749490828547,0.11296742642148724
1,1,0.10926591432569077,0.051527236127717646,0.09795835636846494
2,1,0.10124073417747619,0.029444135583053994,0.10356398477295506
19,1,1.012256586548762E-4,0.19156311208245452,0.10849693776890636
5,1,0.08765966008049768,0.03189781392916943,0.09795835636846494
22,1,0.11050055742541608,0.03925884896751576,0.10345187220486525
23,1,0.11914305912349331,0.007361033895760966,0.10849693776890636
8,1,0.12037770222321864,0.024536778890816773,0.11296742642148724
10,1,0.10124073417747619,0.022083100544707662,0.10356398477295506
14,1,0.17346735551140738,0.04416620108907275,0.10345187220486525
16,2,6.112269539859775E-8,0.26595507440535726,0.10158825413593064
1,2,0.10773684600421392,0.01770135797558812,0.10885101570423658
2,2,0.11516697331484936,0.0093713062508348,0.10291423550109853
19,2,6.26766275757214E-8,0.19946629632987725,0.10291423550109853
5,2,0.13498064614321054,0.006247537823811772,0.10885101570423658
22,2,0.11145190965953165,0.0057269095909136866,0.11047835647057898
23,2,0.12755051883257512,0.004685653125422506,0.10291423550109853
8,2,0.1374573552467557,0.008330050754997617,0.10158825413593064
10,2,0.08296975496876245,0.003644397144667567,0.10291423550109853
14,2,0.11640532786662194,0.0036443971447023644,0.11047835647057898
16,3,4.1595501515250666E-11,0.26594448002843835,0.10091901759630348
1,3,0.08642663184251569,0.010499581588712784,0.10828107023682752
2,3,0.10003712504606148,0.00699972136956351,0.1083694148685138
19,3,4.2652990682026296E-11,0.19945835054756544,0.10088956938574138
5,3,0.09391240310446587,0.005999761040876659,0.10828107023682752
22,3,0.14018807999652153,0.003999840849131213,0.10828107023682752
23,3,0.1354244073752805,0.015499382300895755,0.10088956938574138
8,3,0.1292996854336849,0.003499860684781755,0.10091901759630348
10,3,0.11568919223013911,0.0059997610408725945,0.1083694148685138
14,3,0.1292996854336849,0.00999960142436594,0.10828107023682752
16,4,3.349963150153203E-14,0.2662204188709251,0.10257045824105422
1,4,0.1224157373452018,0.004004150512717482,0.11230188678281164
2,4,0.13449623774110986,0.009509856710242603,0.10422239827129082
19,4,3.4351298054725464E-14,0.19966530466960072,0.10383193971868944
5,4,0.1079191368701121,0.0025025938956497466,0.11230188678281164
22,4,0.11919427057295963,0.007007263280736659,0.10383193971868944
23,4,0.17315383900801568,0.006006225536014653,0.10383193971868944
8,4,0.14899283821619955,0.006006225536018722,0.10257045824105422
10,4,9.317222216923204E-5,0.006005986276743775,0.10422239827129082
14,4,1.0413366007149463E-4,0.010009976817162487,0.10383193971868944
16,5,2.2900682267931032E-17,0.26629295202727604,0.0034660968526394175
1,5,0.13877282501383323,0.005001362164565498,0.14038469404950324
2,5,0.1298858953331444,0.00450122585494641,0.11778512084888569
19,5,2.3482890019440625E-17,0.19971970453428,0.10479114341029128
5,5,0.15107780457171008,0.0035009537015111116,0.14038469404950324
22,5,0.11689730579982996,0.007502043246848247,0.10479114341029128
23,5,0.11826452575070516,0.0050013621645642065,0.10479114341029128
8,5,0.1565466843752109,0.006001634783739782,0.0034660968526394175
10,5,6.369346050857552E-8,0.006007622639362014,0.11778512084888569
14,5,7.118680880370206E-8,0.010012704088108221,0.10479114341029128
16,6,1.5646747936844742E-20,0.26629788435454027,0.13261873504397056
1,6,0.1441644303889341,0.0075001387487447155,0.14244807811405186
2,6,0.15304659908588264,0.006500120528313583,0.13261873504397056
19,6,1.60445377418893E-20,0.1997234037795525,0.004295500318027643
5,6,0.1298163117246326,0.0025000462495815717,0.14244807811405186
22,6,0.126400092995037,0.005000092499161853,0.00837816053020707
23,6,0.12776658048687523,0.004000074278732462,0.004295500318027643
8,6,0.13323253045422817,0.005000092499121852,0.13261873504397056
10,6,4.351815854843061E-11,0.006007733913658656,0.13261873504397056
14,6,4.86379419070695E-11,0.010012889545263533,0.00837816053020707
16,7,1.0686081889054501E-23,0.2662981492216283,0.10106185592749545
1,7,0.12020072286361996,0.006000006019912552,0.10097483366349358
2,7,0.1290791853478646,0.007500007292064896,0.09688478725540607
19,7,1.0957755878339356E-23,0.1997236024298591,0.11372359533976632
5,7,0.15366569684269596,0.003500003589228318,0.10097483366349358
22,7,0.13181101995840142,0.001500001504940638,0.11325947659842306
23,7,0.13932356513737768,0.004500004282106587,0.11372359533976632
8,7,0.14000652379001188,0.006500006599176175,0.10106185592749545
10,7,2.9721102927357846E-14,0.006007739889113516,0.09688478725540607
14,7,3.321770327175289E-14,0.010012899504354657,0.11325947659842306
