Sno,id,delay,jitter,bandwidth
16,0,0.16804061662368325,0.001977551661861137,0.10541028026266905
1,0,0.035685707790797785,0.002158855209807659,0.10541028026266905
17,0,0.15651480798806294,0.01331014256622213,0.10541028026266905
4,0,0.097380514548461,0.15584998471984463,0.10541028026266905
20,0,0.08820314392139682,0.06451104791671228,0.10541028026266905
5,0,0.038119191228038675,0.0053663611876763745,0.10541028026266905
22,0,0.09179281457898572,0.09942261289459979,0.10541028026266905
8,0,0.10730633877417228,0.26935887604795616,0.10541028026266905
13,0,0.07486419904194862,0.001997696500521862,0.10541028026266905
14,0,0.11332114980479567,9.221859475798399E-4,0.10541028026266905
16,1,0.0838364274639368,0.07319147905841426,0.0015436540857729569
1,1,0.012934271997255239,0.014938397548141046,0.1666539736356542
17,1,0.11327156473343793,0.2279439411586879,0.0017391386643206238
4,1,0.042455351273382645,0.020206850254851503,0.1666539736356542
20,1,0.04554926351192875,0.030343620019661496,0.1666539736356542
5,1,0.012934271997255239,0.01223748192001733,0.1666539736356542
22,1,0.14485525216859607,0.19916751909608582,0.0017391386643206238
8,1,0.23251609892740233,0.07389171644348339,0.0015436540857729569
13,1,0.0908836720072918,0.07869334422681444,0.0017391386643206238
14,1,0.06110476671128554,0.027809427578458997,0.0017391386643206238
16,2,0.06359092461617363,0.1752585770523439,0.001886447258890649
1,2,0.27360359059620976,0.10051281697291169,0.17615179513400905
17,2,0.07529918637592134,0.15013037280911598,0.0016716100515598885
4,2,0.026651701111004664,0.08083615534516372,0.15657806546336675
20,2,0.016706525551920714,0.02708735237066603,0.15657806546336675
5,2,0.024563385417014576,0.08432854983320558,0.17615179513400905
22,2,0.032009429080012024,0.09753150460507108,0.001677496002445663
8,2,0.14705508300876113,0.08880051838496648,0.001886447258890649
13,2,0.025350783137699364,0.05430247527138237,0.0016716100515598885
14,2,0.04065368666579068,0.11414167351161159,0.001677496002445663
16,3,0.08506174586579009,0.07082118629846705,3.2960347100039557E-4
1,3,0.15193006081358162,0.24625893200624854,0.15767538948606827
17,3,0.07402638612864341,0.021650160899136635,5.15669946565135E-4
4,3,0.12544519744442958,0.10297027744711326,0.1751948772067425
20,3,0.08577755298387531,0.056222082105361997,0.1751948772067425
5,3,0.02791647760532242,0.043673064884054674,0.15767538948606827
22,3,0.1315295579481537,0.08899241173031056,4.6250809640378094E-4
8,3,0.025649755064719316,0.023607062099489016,3.2960347100039557E-4
13,3,0.16034079445108262,0.14071051488248054,5.15669946565135E-4
14,3,0.08816357671082593,0.03218015307246134,4.6250809640378094E-4
16,4,0.026256043045161333,0.0204195958895898,0.0016319379453377536
1,4,0.15244090745170152,0.12136972823131925,0.17610907673737158
17,4,0.1778577162442778,0.1110088977725481,0.0016319379453377536
4,4,0.05796710873212559,0.0165833700345929,0.1566302415543548
20,4,0.0599453037560761,0.02114455195667583,0.1566302415543548
5,4,0.01972200493574904,0.016673989542978652,0.17610907673737158
22,4,0.07972725399558123,0.01993629184486578,0.0016498385443725369
8,4,0.036087072861157816,0.03352921810272881,0.0016319379453377536
13,4,0.11833202961449422,0.09194859450874461,0.0016319379453377536
14,4,0.16293133560901485,0.26956283094482153,0.0016498385443725369
16,5,0.22601664760905998,0.2751644670077947,8.072118777470552E-4
1,5,0.02300367065586283,0.025298300062827267,0.16666402738358732
17,5,0.0693460168800525,0.01646727129346251,7.504547925929654E-4
4,5,0.07615778343348761,0.05194722805508678,0.16666402738358732
20,5,0.08760378460934168,0.05805102735155949,0.16666402738358732
5,5,0.03115545685915402,0.045142141179870414,0.16666402738358732
22,5,0.16867497342563495,0.15932214844495118,7.000040502337746E-4
8,5,0.027302900365817766,0.020623049537869455,8.072118777470552E-4
13,5,0.06822933383850575,0.010753076207402963,7.504547925929654E-4
14,5,0.07995450577474651,0.021298363502585578,7.000040502337746E-4
16,6,0.05864215911933897,0.11460954612279246,0.0016890076441754172
1,6,0.06084229784531707,0.10561912892055811,0.15766267143406565
17,6,0.10543741740648825,0.06344457017511726,0.0016890076441754172
4,6,0.09249044721130953,0.052480646757758286,0.17518250267606617
20,6,0.10416810660303935,0.11365933942662136,0.17518250267606617
